CustomerName,InvoiceNumber,InvoiceDate,CustomerPoNumber,BillTotal,Applied,Status,Currency,ContactName,ContactPhone,ContactEmail,CustomerTerms,DueDate
Thrive Health Group,DF2029156,4/28/25,PO-001580,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029159,4/28/25,PO-001581,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029161,5/19/25,PO-001582,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/18/25 00:00
Thrive Health Group,DF2029162,6/13/25,PO-001583,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/13/25 00:00
Thrive Health Group,DF2029163,7/11/25,PO-001584,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/10/25 00:00
Thrive Health Group,DF2029177,4/28/25,PO-001585,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029178,4/28/25,PO-001586,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029187,4/23/25,PO-001587,2900,2900,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029198,4/28/25,PO-001588,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029199,5/20/25,PO-001589,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/19/25 00:00
Thrive Health Group,DF2029200,6/24/25,PO-001590,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/24/25 00:00
Thrive Health Group,DF2029202,4/23/25,PO-001591,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029231,4/25/25,PO-001592,2600,2600,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/25/25 00:00
Thrive Health Group,DF2029232,4/25/25,PO-001593,2600,2600,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/25/25 00:00
Thrive Health Group,DF2029233,4/25/25,PO-001594,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/25/25 00:00
Thrive Health Group,DF2029234,4/23/25,PO-001585,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/23/25 00:00
Thrive Health Group,DF2029235,4/28/25,PO-001595,4000,4000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029236,4/28/25,PO-001596,4000,4000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029266,4/25/25,PO-001597,1500,1500,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/25/25 00:00
Thrive Health Group,DF2029267,4/30/25,PO-001598,1500,1500,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/30/25 00:00
Thrive Health Group,DF2029272,4/25/25,PO-001599,2600,2600,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/25/25 00:00
Thrive Health Group,DF2029300,4/30/25,PO-001600,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/30/25 00:00
Thrive Health Group,DF2029301,4/28/25,PO-001593,1400,1400,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029305,8/13/25,PO-001601,4000,3140.88,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/12/25 00:00
Thrive Health Group,DF2029306,6/24/25,PO-001602,4000,4000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/24/25 00:00
Thrive Health Group,DF2029307,5/23/25,PO-001603,4000,4000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/22/25 00:00
Thrive Health Group,DF2029308,5/20/25,PO-001604,4000,4000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/19/25 00:00
Thrive Health Group,DF2029316,4/28/25,PO-001605,2400,2400,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029323,4/28/25,PO-001606,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029324,5/23/25,PO-001607,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/22/25 00:00
Thrive Health Group,DF2029325,6/24/25,PO-001608,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/24/25 00:00
Thrive Health Group,DF2029326,7/18/25,PO-001609,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/17/25 00:00
Thrive Health Group,DF2029329,4/28/25,PO-001610,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029330,5/23/25,PO-001611,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/22/25 00:00
Thrive Health Group,DF2029331,6/24/25,PO-001612,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/24/25 00:00
Thrive Health Group,DF2029332,7/18/25,PO-001613,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/17/25 00:00
Thrive Health Group,DF2029335,4/28/25,PO-001614,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029336,5/23/25,PO-001615,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/22/25 00:00
Thrive Health Group,DF2029337,6/24/25,PO-001616,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/24/25 00:00
Thrive Health Group,DF2029338,7/18/25,PO-001617,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/17/25 00:00
Thrive Health Group,DF2029367,4/25/25,PO-001618,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/25/25 00:00
Thrive Health Group,DF2029369,4/28/25,PO-001600,1400,1400,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029385,4/28/25,PO-001618,1400,1400,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029386,4/28/25,PO-001619,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/28/25 00:00
Thrive Health Group,DF2029405,4/30/25,PO-001620,1925,1925,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/30/25 00:00
Thrive Health Group,DF2029406,4/30/25,PO-001621,1700,1700,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/30/25 00:00
Thrive Health Group,DF2029463,4/30/25,PO-001622,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,5/30/25 00:00
Thrive Health Group,DF2029464,5/23/25,PO-001623,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/22/25 00:00
Thrive Health Group,DF2029468,6/24/25,PO-001624,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/24/25 00:00
Thrive Health Group,DF2029469,7/18/25,PO-001625,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/17/25 00:00
Thrive Health Group,DF2029565,5/8/25,PO-001626,1400,1400,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/7/25 00:00
Thrive Health Group,DF2029601,5/23/25,PO-001627,825,825,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/22/25 00:00
Thrive Health Group,DF2029634,5/6/25,PO-001628,1150,1150,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/5/25 00:00
Thrive Health Group,DF2029639,5/9/25,PO-001629,2750,2750,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/8/25 00:00
Thrive Health Group,DF2029706,5/16/25,PO-001630,2800,2800,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/15/25 00:00
Thrive Health Group,DF2029707,5/13/25,PO-001631,2000,2000,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/12/25 00:00
Thrive Health Group,DF2029708,5/16/25,PO-001632,3200,3200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/15/25 00:00
Thrive Health Group,DF2029801,5/16/25,PO-001633,1500,1500,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,6/15/25 00:00
Thrive Health Group,DF2030581,6/13/25,PO-001634,2900,2900,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/13/25 00:00
Thrive Health Group,DF2030682,6/13/25,PO-001635,2025,2025,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/13/25 00:00
Thrive Health Group,DF2030838,6/24/25,PO-001636,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/24/25 00:00
Thrive Health Group,DF2030887,6/18/25,PO-001637,1150,1150,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/18/25 00:00
Thrive Health Group,DF2030955,6/24/25,PO-001638,830,830,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/24/25 00:00
Thrive Health Group,DF2031068,6/26/25,PO-001639,2050,2050,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/26/25 00:00
Thrive Health Group,DF2031259,7/1/25,PO-001640,1150,1150,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,7/31/25 00:00
Thrive Health Group,DF2031283,7/10/25,PO-001641,800,800,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/9/25 00:00
Thrive Health Group,DF2031437,7/15/25,PO-001642,150,150,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/14/25 00:00
Thrive Health Group,DF2031664,7/29/25,PO-001643,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/28/25 00:00
Thrive Health Group,DF2031796,7/29/25,PO-001644,1200,1200,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/28/25 00:00
Thrive Health Group,DF2032005,7/29/25,PO-001645,1125,1125,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,8/28/25 00:00
Thrive Health Group,DF2032300,8/11/25,PO-001646,1150,1150,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/10/25 00:00
Thrive Health Group,DF2032329,8/12/25,PO-001647,1200,866.71,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/11/25 00:00
Thrive Health Group,DF2032355,8/19/25,PO-001648,3200,2726.38,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/18/25 00:00
Thrive Health Group,DF2032381,8/22/25,PO-001649,2400,1745.88,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/21/25 00:00
Thrive Health Group,DF2032394,8/19/25,PO-001650,2000,1338.8,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/18/25 00:00
Thrive Health Group,DF2032399,8/19/25,PO-001651,2000,721.78,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/18/25 00:00
Thrive Health Group,DF2032402,8/19/25,PO-001652,3200,1724.85,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/18/25 00:00
Thrive Health Group,DF2032407,8/19/25,PO-001653,3200,1511.62,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/18/25 00:00
Thrive Health Group,DF2032443,8/19/25,PO-001654,1200,550.31,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/18/25 00:00
Thrive Health Group,DF2032444,9/9/25,PO-001655,1200,1118.95,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/9/25 00:00
Thrive Health Group,DF2032537,8/18/25,PO-001656,1050,1050,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/17/25 00:00
Thrive Health Group,DF2032638,8/27/25,PO-001657,3600,1999.85,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/26/25 00:00
Thrive Health Group,DF2032737,8/27/25,PO-001658,1120,1120,Closed,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/26/25 00:00
Thrive Health Group,DF2032816,8/27/25,PO-001659,1450,1275.75,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/26/25 00:00
Thrive Health Group,DF2032835,8/28/25,PO-001660,2550,1811.11,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,9/27/25 00:00
Thrive Health Group,DF2032905,9/2/25,PO-001661,3200,2613.21,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/2/25 00:00
Thrive Health Group,DF2032910,9/3/25,PO-001662,1450,908.74,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/3/25 00:00
Thrive Health Group,DF2032975,9/3/25,PO-001663,2700,1822.47,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/3/25 00:00
Thrive Health Group,DF2033071,9/4/25,PO-001664,1050,651.14,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/4/25 00:00
Thrive Health Group,DF2033012,9/9/25,PO-001665,3200,1366.11,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/9/25 00:00
Thrive Health Group,DF2033014,9/18/25,PO-001666,2000,1539.19,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/18/25 00:00
Thrive Health Group,DF2033015,9/18/25,PO-001667,2000,965,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/18/25 00:00
Thrive Health Group,DF2033016,9/18/25,PO-001668,3200,1010.58,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/18/25 00:00
Thrive Health Group,DF2033017,9/18/25,PO-001669,3200,2302.58,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/18/25 00:00
Thrive Health Group,DF2033196,9/10/25,PO-001670,1450,601.93,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/10/25 00:00
Thrive Health Group,DF2033465,9/18/25,PO-001671,1200,1093.56,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/18/25 00:00
Thrive Health Group,DF2033476,9/18/25,PO-001672,1050,966.06,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/18/25 00:00
Thrive Health Group,DF2033533,9/18/25,PO-001673,1550,1386.73,Pending,USD,Jeffrey Rodriguez,555-901-7745,jeffrey@thrivehealthgroup.com,Net 30,10/18/25 00:00
Pinnacle Attorneys,DF2010463,1/4/24,PO-001674,1595,1595,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/3/24 00:00
Pinnacle Attorneys,DF2010464,1/4/24,PO-001675,1595,1595,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/3/24 00:00
Pinnacle Attorneys,DF2011306,1/4/24,PO-001676,1595,1595,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/3/24 00:00
Pinnacle Attorneys,DF2011516,1/4/24,PO-001674,1595,1595,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/3/24 00:00
Pinnacle Attorneys,DF2011742,1/16/24,PO-001676,1595,1595,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/15/24 00:00
Pinnacle Attorneys,DF2011743,1/16/24,PO-001674,1595,1595,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/15/24 00:00
Pinnacle Attorneys,DF2011987,1/26/24,PO-001676,1595,1595,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/25/24 00:00
Pinnacle Attorneys,DF2011988,1/26/24,PO-001674,1595,1595,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/25/24 00:00
Pinnacle Attorneys,DF2012410,1/26/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/25/24 00:00
Pinnacle Attorneys,DF2012412,1/26/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,2/25/24 00:00
Pinnacle Attorneys,DF2012413,2/8/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,3/9/24 00:00
Pinnacle Attorneys,DF2012720,4/1/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/1/24 00:00
Pinnacle Attorneys,DF2012721,2/8/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,3/9/24 00:00
Pinnacle Attorneys,DF2012722,2/7/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,3/8/24 00:00
Pinnacle Attorneys,DF2013108,2/8/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,3/9/24 00:00
Pinnacle Attorneys,DF2013109,2/7/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,3/8/24 00:00
Pinnacle Attorneys,DF2013565,2/19/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,3/20/24 00:00
Pinnacle Attorneys,DF2013566,3/12/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/11/24 00:00
Pinnacle Attorneys,DF2013823,3/12/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/11/24 00:00
Pinnacle Attorneys,DF2014120,3/12/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/11/24 00:00
Pinnacle Attorneys,DF2014121,3/12/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/11/24 00:00
Pinnacle Attorneys,DF2014651,3/13/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/12/24 00:00
Pinnacle Attorneys,DF2014652,3/13/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/12/24 00:00
Pinnacle Attorneys,DF2014653,3/13/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/12/24 00:00
Pinnacle Attorneys,DF2014654,3/12/24,PO-001677,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/11/24 00:00
Pinnacle Attorneys,DF2014952,3/20/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/19/24 00:00
Pinnacle Attorneys,DF2014953,4/1/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/1/24 00:00
Pinnacle Attorneys,DF2014954,3/20/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/19/24 00:00
Pinnacle Attorneys,DF2015250,4/5/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/5/24 00:00
Pinnacle Attorneys,DF2015251,3/26/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/25/24 00:00
Pinnacle Attorneys,DF2015252,3/26/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,4/25/24 00:00
Pinnacle Attorneys,DF2015253,4/1/24,PO-001678,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/1/24 00:00
Pinnacle Attorneys,DF2015620,4/5/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/5/24 00:00
Pinnacle Attorneys,DF2015621,4/5/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/5/24 00:00
Pinnacle Attorneys,DF2015622,4/5/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/5/24 00:00
Pinnacle Attorneys,DF2016019,4/11/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/11/24 00:00
Pinnacle Attorneys,DF2016020,4/17/24,PO-001677,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/17/24 00:00
Pinnacle Attorneys,DF2016021,4/11/24,PO-001679,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/11/24 00:00
Pinnacle Attorneys,DF2016242,4/18/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/18/24 00:00
Pinnacle Attorneys,DF2016243,4/24/24,PO-001674,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/24/24 00:00
Pinnacle Attorneys,DF2016244,4/17/24,PO-001675,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/17/24 00:00
Pinnacle Attorneys,DF2016524,4/24/24,PO-001676,1352,1352,Closed,USD,Jason Lopez,555-921-5065,jason@pinnacleattorneys.com,Net 30,5/24/24 00:00
